name,song_count,total_views,tradition,file_path
Prapancham S. Balachandran,54,25398,Carnatic,Carnatic/artist/Prapancham S. Balachandran.json
T. Rukmani,136,49242,Carnatic,Carnatic/artist/T. Rukmani.json
K. S. Vishnudev,913,3454026,Carnatic,Carnatic/artist/K. S. Vishnudev.json
G. Guru Prasanna,8,247762,Carnatic,Carnatic/artist/G. Guru Prasanna.json
Krishnakumar Binny,172,5173585,Carnatic,Carnatic/artist/Krishnakumar Binny.json
N. C. Rangacharyulu,15,892,Carnatic,Carnatic/artist/N. C. Rangacharyulu.json
Prasad Venkataraman,4,104,Carnatic,Carnatic/artist/Prasad Venkataraman.json
N. S. Srinivasan,18,56232,Carnatic,Carnatic/artist/N. S. Srinivasan.json
Guruvayur Dorai,75,481132,Carnatic,Carnatic/artist/Guruvayur Dorai.json
Ramnad Krishnan,1332,2388472,Carnatic,Carnatic/artist/Ramnad Krishnan.json
B. V. Balasai,208,309232,Carnatic,Carnatic/artist/B. V. Balasai.json
R. Thiagarajan,84,38144,Carnatic,Carnatic/artist/R. Thiagarajan.json
Brindha Manickavasakan,536,1489528,Carnatic,Carnatic/artist/Brindha Manickavasakan.json
Vasumathi Badrinathan,43,31746,Carnatic,Carnatic/artist/Vasumathi Badrinathan.json
Thirucherai TVS Sivasubramaniam,14,1104,Carnatic,Carnatic/artist/Thirucherai TVS Sivasubramaniam.json
Shradda Ravindran,26,9184,Carnatic,Carnatic/artist/Shradda Ravindran.json
Anil Srinivasan,70,111250,Carnatic,Carnatic/artist/Anil Srinivasan.json
Nandini Rao Gujar,72,13813191,Carnatic,Carnatic/artist/Nandini Rao Gujar.json
Lakshmi Rangarajan,98,62114,Carnatic,Carnatic/artist/Lakshmi Rangarajan.json
S. R. Mahadeva Sarma,238,114103,Carnatic,Carnatic/artist/S. R. Mahadeva Sarma.json
D. B. Ashwin,54,70177,Carnatic,Carnatic/artist/D. B. Ashwin.json
T. Jayammal,63,118090,Carnatic,Carnatic/artist/T. Jayammal.json
Adyar S. Jayaraman,26,9459,Carnatic,Carnatic/artist/Adyar S. Jayaraman.json
Ranganayaki Rajagopalan,145,81880,Carnatic,Carnatic/artist/Ranganayaki Rajagopalan.json
Jayashree Aravind,111,846748,Carnatic,Carnatic/artist/Jayashree Aravind.json
Saindhavi Prakash,57,1166776,Carnatic,Carnatic/artist/Saindhavi Prakash.json
Bhargavi Balasubramaniam,160,470067,Carnatic,Carnatic/artist/Bhargavi Balasubramaniam.json
M. S. Ananthakrishnan,9,5436,Carnatic,Carnatic/artist/M. S. Ananthakrishnan.json
T. N. Rajarathnam Pillai,336,1149397,Carnatic,Carnatic/artist/T. N. Rajarathnam Pillai.json
Thiruvarur S. Swaminathan,7,1978,Carnatic,Carnatic/artist/Thiruvarur S. Swaminathan.json
Lathangi Jayamohan,1,33,Carnatic,Carnatic/artist/Lathangi Jayamohan.json
Salem Shriram,40,35092,Carnatic,Carnatic/artist/Salem Shriram.json
G. Ravikiran,614,550472,Carnatic,Carnatic/artist/G. Ravikiran.json
N. C. Soundaravalli,5,3060,Carnatic,Carnatic/artist/N. C. Soundaravalli.json
Delhi Sairam,25,149381,Carnatic,Carnatic/artist/Delhi Sairam.json
Raji Gopalakrishnan,226,301553,Carnatic,Carnatic/artist/Raji Gopalakrishnan.json
S. Sunil Kumar,2,0,Carnatic,Carnatic/artist/S. Sunil Kumar.json
Salem Gayathri Venkatesan,183,120682,Carnatic,Carnatic/artist/Salem Gayathri Venkatesan.json
O. S. Thyagarajan,1674,1196005,Carnatic,Carnatic/artist/O. S. Thyagarajan.json
Brinda Muktha,703,1574312,Carnatic,Carnatic/artist/Brinda Muktha.json
